id,stained,unstained
AS-7231-22-Z17_33792_71680,Dataset/Data/unstained/AS-7231-22-Z17_patch_33792_71680_stained.tif,Dataset/Data/tes_stain/AS-7231-22-Z17_patch_33792_71680_unstained.tif
AS-7231-22-Z17_30720_58368,Dataset/Data/unstained/AS-7231-22-Z17_patch_30720_58368_stained.tif,Dataset/Data/tes_stain/AS-7231-22-Z17_patch_30720_58368_unstained.tif
AS-7231-22-Z17_31744_55296,Dataset/Data/unstained/AS-7231-22-Z17_patch_31744_55296_stained.tif,Dataset/Data/tes_stain/AS-7231-22-Z17_patch_31744_55296_unstained.tif
AS-5198-23-Z36_28672_52224,Dataset/Data/stained/AS-5198-23-Z36_patch_28672_52224_stained.tif,Dataset/Data/tes_unstain/AS-5198-23-Z36_patch_28672_52224_unstained.tif
AS-5198-23-Z35_22528_41984,Dataset/Data/stained/AS-5198-23-Z35_patch_22528_41984_stained.tif,Dataset/Data/tes_unstain/AS-5198-23-Z35_patch_22528_41984_unstained.tif
AS-5198-23-Z35_25600_25600,Dataset/Data/stained/AS-5198-23-Z35_patch_25600_25600_stained.tif,Dataset/Data/tes_unstain/AS-5198-23-Z35_patch_25600_25600_unstained.tif
AS-7231-22-Z17_32768_41984,Dataset/Data/unstained/AS-7231-22-Z17_patch_32768_41984_stained.tif,Dataset/Data/tes_stain/AS-7231-22-Z17_patch_32768_41984_unstained.tif
AS-7231-22-Z17_38912_49152,Dataset/Data/unstained/AS-7231-22-Z17_patch_38912_49152_stained.tif,Dataset/Data/tes_stain/AS-7231-22-Z17_patch_38912_49152_unstained.tif
AS-7231-22-Z17_33792_46080,Dataset/Data/unstained/AS-7231-22-Z17_patch_33792_46080_stained.tif,Dataset/Data/tes_stain/AS-7231-22-Z17_patch_33792_46080_unstained.tif
AS-5198-23-Z36_28672_31744,Dataset/Data/stained/AS-5198-23-Z36_patch_28672_31744_stained.tif,Dataset/Data/tes_unstain/AS-5198-23-Z36_patch_28672_31744_unstained.tif
AS-5198-23-Z36_29696_29696,Dataset/Data/stained/AS-5198-23-Z36_patch_29696_29696_stained.tif,Dataset/Data/tes_unstain/AS-5198-23-Z36_patch_29696_29696_unstained.tif
AS-5198-23-Z35_19456_30720,Dataset/Data/stained/AS-5198-23-Z35_patch_19456_30720_stained.tif,Dataset/Data/tes_unstain/AS-5198-23-Z35_patch_19456_30720_unstained.tif
AS-5198-23-Z35_21504_14336,Dataset/Data/stained/AS-5198-23-Z35_patch_21504_14336_stained.tif,Dataset/Data/tes_unstain/AS-5198-23-Z35_patch_21504_14336_unstained.tif
AS-7231-22-Z17_41984_60416,Dataset/Data/unstained/AS-7231-22-Z17_patch_41984_60416_stained.tif,Dataset/Data/tes_stain/AS-7231-22-Z17_patch_41984_60416_unstained.tif
AS-7231-22-Z17_29696_69632,Dataset/Data/unstained/AS-7231-22-Z17_patch_29696_69632_stained.tif,Dataset/Data/tes_stain/AS-7231-22-Z17_patch_29696_69632_unstained.tif
AS-5198-23-Z36_28672_47104,Dataset/Data/stained/AS-5198-23-Z36_patch_28672_47104_stained.tif,Dataset/Data/tes_unstain/AS-5198-23-Z36_patch_28672_47104_unstained.tif
AS-5198-23-Z35_20480_36864,Dataset/Data/stained/AS-5198-23-Z35_patch_20480_36864_stained.tif,Dataset/Data/tes_unstain/AS-5198-23-Z35_patch_20480_36864_unstained.tif
AS-5198-23-Z35_21504_15360,Dataset/Data/stained/AS-5198-23-Z35_patch_21504_15360_stained.tif,Dataset/Data/tes_unstain/AS-5198-23-Z35_patch_21504_15360_unstained.tif
AS-5198-23-Z36_29696_34816,Dataset/Data/stained/AS-5198-23-Z36_patch_29696_34816_stained.tif,Dataset/Data/tes_unstain/AS-5198-23-Z36_patch_29696_34816_unstained.tif
AS-5198-23-Z36_30720_35840,Dataset/Data/stained/AS-5198-23-Z36_patch_30720_35840_stained.tif,Dataset/Data/tes_unstain/AS-5198-23-Z36_patch_30720_35840_unstained.tif
AS-5198-23-Z36_30720_28672,Dataset/Data/stained/AS-5198-23-Z36_patch_30720_28672_stained.tif,Dataset/Data/tes_unstain/AS-5198-23-Z36_patch_30720_28672_unstained.tif
AS-5198-23-Z36_29696_26624,Dataset/Data/stained/AS-5198-23-Z36_patch_29696_26624_stained.tif,Dataset/Data/tes_unstain/AS-5198-23-Z36_patch_29696_26624_unstained.tif
AS-5198-23-Z35_20480_24576,Dataset/Data/stained/AS-5198-23-Z35_patch_20480_24576_stained.tif,Dataset/Data/tes_unstain/AS-5198-23-Z35_patch_20480_24576_unstained.tif
AS-7231-22-Z17_39936_63488,Dataset/Data/unstained/AS-7231-22-Z17_patch_39936_63488_stained.tif,Dataset/Data/tes_stain/AS-7231-22-Z17_patch_39936_63488_unstained.tif
AS-5198-23-Z35_20480_16384,Dataset/Data/stained/AS-5198-23-Z35_patch_20480_16384_stained.tif,Dataset/Data/tes_unstain/AS-5198-23-Z35_patch_20480_16384_unstained.tif
AS-5198-23-Z35_27648_45056,Dataset/Data/stained/AS-5198-23-Z35_patch_27648_45056_stained.tif,Dataset/Data/tes_unstain/AS-5198-23-Z35_patch_27648_45056_unstained.tif
AS-7231-22-Z17_44032_72704,Dataset/Data/unstained/AS-7231-22-Z17_patch_44032_72704_stained.tif,Dataset/Data/tes_stain/AS-7231-22-Z17_patch_44032_72704_unstained.tif
AS-7231-22-Z17_39936_66560,Dataset/Data/unstained/AS-7231-22-Z17_patch_39936_66560_stained.tif,Dataset/Data/tes_stain/AS-7231-22-Z17_patch_39936_66560_unstained.tif
AS-7231-22-Z17_40960_60416,Dataset/Data/unstained/AS-7231-22-Z17_patch_40960_60416_stained.tif,Dataset/Data/tes_stain/AS-7231-22-Z17_patch_40960_60416_unstained.tif
AS-7231-22-Z17_31744_44032,Dataset/Data/unstained/AS-7231-22-Z17_patch_31744_44032_stained.tif,Dataset/Data/tes_stain/AS-7231-22-Z17_patch_31744_44032_unstained.tif
AS-7231-22-Z17_30720_66560,Dataset/Data/unstained/AS-7231-22-Z17_patch_30720_66560_stained.tif,Dataset/Data/tes_stain/AS-7231-22-Z17_patch_30720_66560_unstained.tif
AS-7231-22-Z17_35840_35840,Dataset/Data/unstained/AS-7231-22-Z17_patch_35840_35840_stained.tif,Dataset/Data/tes_stain/AS-7231-22-Z17_patch_35840_35840_unstained.tif
AS-5198-23-Z35_20480_26624,Dataset/Data/stained/AS-5198-23-Z35_patch_20480_26624_stained.tif,Dataset/Data/tes_unstain/AS-5198-23-Z35_patch_20480_26624_unstained.tif
AS-5198-23-Z35_15360_33792,Dataset/Data/stained/AS-5198-23-Z35_patch_15360_33792_stained.tif,Dataset/Data/tes_unstain/AS-5198-23-Z35_patch_15360_33792_unstained.tif
AS-5198-23-Z36_28672_55296,Dataset/Data/stained/AS-5198-23-Z36_patch_28672_55296_stained.tif,Dataset/Data/tes_unstain/AS-5198-23-Z36_patch_28672_55296_unstained.tif
AS-7231-22-Z17_29696_41984,Dataset/Data/unstained/AS-7231-22-Z17_patch_29696_41984_stained.tif,Dataset/Data/tes_stain/AS-7231-22-Z17_patch_29696_41984_unstained.tif
AS-5198-23-Z35_17408_38912,Dataset/Data/stained/AS-5198-23-Z35_patch_17408_38912_stained.tif,Dataset/Data/tes_unstain/AS-5198-23-Z35_patch_17408_38912_unstained.tif
AS-5198-23-Z35_17408_37888,Dataset/Data/stained/AS-5198-23-Z35_patch_17408_37888_stained.tif,Dataset/Data/tes_unstain/AS-5198-23-Z35_patch_17408_37888_unstained.tif
AS-5198-23-Z35_27648_37888,Dataset/Data/stained/AS-5198-23-Z35_patch_27648_37888_stained.tif,Dataset/Data/tes_unstain/AS-5198-23-Z35_patch_27648_37888_unstained.tif
AS-5198-23-Z35_22528_46080,Dataset/Data/stained/AS-5198-23-Z35_patch_22528_46080_stained.tif,Dataset/Data/tes_unstain/AS-5198-23-Z35_patch_22528_46080_unstained.tif
AS-7231-22-Z17_45056_69632,Dataset/Data/unstained/AS-7231-22-Z17_patch_45056_69632_stained.tif,Dataset/Data/tes_stain/AS-7231-22-Z17_patch_45056_69632_unstained.tif
AS-7231-22-Z17_37888_62464,Dataset/Data/unstained/AS-7231-22-Z17_patch_37888_62464_stained.tif,Dataset/Data/tes_stain/AS-7231-22-Z17_patch_37888_62464_unstained.tif
AS-7231-22-Z17_30720_70656,Dataset/Data/unstained/AS-7231-22-Z17_patch_30720_70656_stained.tif,Dataset/Data/tes_stain/AS-7231-22-Z17_patch_30720_70656_unstained.tif
AS-7231-22-Z17_35840_27648,Dataset/Data/unstained/AS-7231-22-Z17_patch_35840_27648_stained.tif,Dataset/Data/tes_stain/AS-7231-22-Z17_patch_35840_27648_unstained.tif
AS-5198-23-Z35_20480_32768,Dataset/Data/stained/AS-5198-23-Z35_patch_20480_32768_stained.tif,Dataset/Data/tes_unstain/AS-5198-23-Z35_patch_20480_32768_unstained.tif
AS-5198-23-Z36_29696_44032,Dataset/Data/stained/AS-5198-23-Z36_patch_29696_44032_stained.tif,Dataset/Data/tes_unstain/AS-5198-23-Z36_patch_29696_44032_unstained.tif
AS-5198-23-Z35_23552_22528,Dataset/Data/stained/AS-5198-23-Z35_patch_23552_22528_stained.tif,Dataset/Data/tes_unstain/AS-5198-23-Z35_patch_23552_22528_unstained.tif
AS-5198-23-Z36_29696_62464,Dataset/Data/stained/AS-5198-23-Z36_patch_29696_62464_stained.tif,Dataset/Data/tes_unstain/AS-5198-23-Z36_patch_29696_62464_unstained.tif
AS-5198-23-Z36_29696_33792,Dataset/Data/stained/AS-5198-23-Z36_patch_29696_33792_stained.tif,Dataset/Data/tes_unstain/AS-5198-23-Z36_patch_29696_33792_unstained.tif
AS-7231-22-Z17_32768_56320,Dataset/Data/unstained/AS-7231-22-Z17_patch_32768_56320_stained.tif,Dataset/Data/tes_stain/AS-7231-22-Z17_patch_32768_56320_unstained.tif
AS-7231-22-Z17_38912_46080,Dataset/Data/unstained/AS-7231-22-Z17_patch_38912_46080_stained.tif,Dataset/Data/tes_stain/AS-7231-22-Z17_patch_38912_46080_unstained.tif
AS-7231-22-Z17_36864_33792,Dataset/Data/unstained/AS-7231-22-Z17_patch_36864_33792_stained.tif,Dataset/Data/tes_stain/AS-7231-22-Z17_patch_36864_33792_unstained.tif
AS-5198-23-Z35_23552_21504,Dataset/Data/stained/AS-5198-23-Z35_patch_23552_21504_stained.tif,Dataset/Data/tes_unstain/AS-5198-23-Z35_patch_23552_21504_unstained.tif
AS-5198-23-Z36_28672_54272,Dataset/Data/stained/AS-5198-23-Z36_patch_28672_54272_stained.tif,Dataset/Data/tes_unstain/AS-5198-23-Z36_patch_28672_54272_unstained.tif
AS-7231-22-Z17_34816_60416,Dataset/Data/unstained/AS-7231-22-Z17_patch_34816_60416_stained.tif,Dataset/Data/tes_stain/AS-7231-22-Z17_patch_34816_60416_unstained.tif
AS-7231-22-Z17_36864_9216,Dataset/Data/unstained/AS-7231-22-Z17_patch_36864_9216_stained.tif,Dataset/Data/tes_stain/AS-7231-22-Z17_patch_36864_9216_unstained.tif
AS-7231-22-Z17_41984_71680,Dataset/Data/unstained/AS-7231-22-Z17_patch_41984_71680_stained.tif,Dataset/Data/tes_stain/AS-7231-22-Z17_patch_41984_71680_unstained.tif
AS-7231-22-Z17_33792_60416,Dataset/Data/unstained/AS-7231-22-Z17_patch_33792_60416_stained.tif,Dataset/Data/tes_stain/AS-7231-22-Z17_patch_33792_60416_unstained.tif
AS-5198-23-Z36_28672_39936,Dataset/Data/stained/AS-5198-23-Z36_patch_28672_39936_stained.tif,Dataset/Data/tes_unstain/AS-5198-23-Z36_patch_28672_39936_unstained.tif
AS-7231-22-Z17_41984_67584,Dataset/Data/unstained/AS-7231-22-Z17_patch_41984_67584_stained.tif,Dataset/Data/tes_stain/AS-7231-22-Z17_patch_41984_67584_unstained.tif
AS-7231-22-Z17_32768_40960,Dataset/Data/unstained/AS-7231-22-Z17_patch_32768_40960_stained.tif,Dataset/Data/tes_stain/AS-7231-22-Z17_patch_32768_40960_unstained.tif
AS-5198-23-Z35_25600_35840,Dataset/Data/stained/AS-5198-23-Z35_patch_25600_35840_stained.tif,Dataset/Data/tes_unstain/AS-5198-23-Z35_patch_25600_35840_unstained.tif
AS-7231-22-Z17_29696_47104,Dataset/Data/unstained/AS-7231-22-Z17_patch_29696_47104_stained.tif,Dataset/Data/tes_stain/AS-7231-22-Z17_patch_29696_47104_unstained.tif
AS-5198-23-Z35_27648_44032,Dataset/Data/stained/AS-5198-23-Z35_patch_27648_44032_stained.tif,Dataset/Data/tes_unstain/AS-5198-23-Z35_patch_27648_44032_unstained.tif
AS-7231-22-Z17_35840_32768,Dataset/Data/unstained/AS-7231-22-Z17_patch_35840_32768_stained.tif,Dataset/Data/tes_stain/AS-7231-22-Z17_patch_35840_32768_unstained.tif
AS-5198-23-Z35_16384_25600,Dataset/Data/stained/AS-5198-23-Z35_patch_16384_25600_stained.tif,Dataset/Data/tes_unstain/AS-5198-23-Z35_patch_16384_25600_unstained.tif
AS-5198-23-Z35_15360_25600,Dataset/Data/stained/AS-5198-23-Z35_patch_15360_25600_stained.tif,Dataset/Data/tes_unstain/AS-5198-23-Z35_patch_15360_25600_unstained.tif
AS-7231-22-Z17_41984_61440,Dataset/Data/unstained/AS-7231-22-Z17_patch_41984_61440_stained.tif,Dataset/Data/tes_stain/AS-7231-22-Z17_patch_41984_61440_unstained.tif
AS-5198-23-Z35_27648_32768,Dataset/Data/stained/AS-5198-23-Z35_patch_27648_32768_stained.tif,Dataset/Data/tes_unstain/AS-5198-23-Z35_patch_27648_32768_unstained.tif
AS-7231-22-Z17_32768_63488,Dataset/Data/unstained/AS-7231-22-Z17_patch_32768_63488_stained.tif,Dataset/Data/tes_stain/AS-7231-22-Z17_patch_32768_63488_unstained.tif
AS-5198-23-Z35_25600_34816,Dataset/Data/stained/AS-5198-23-Z35_patch_25600_34816_stained.tif,Dataset/Data/tes_unstain/AS-5198-23-Z35_patch_25600_34816_unstained.tif
AS-7231-22-Z17_29696_54272,Dataset/Data/unstained/AS-7231-22-Z17_patch_29696_54272_stained.tif,Dataset/Data/tes_stain/AS-7231-22-Z17_patch_29696_54272_unstained.tif
AS-7231-22-Z17_35840_29696,Dataset/Data/unstained/AS-7231-22-Z17_patch_35840_29696_stained.tif,Dataset/Data/tes_stain/AS-7231-22-Z17_patch_35840_29696_unstained.tif
AS-5198-23-Z35_24576_34816,Dataset/Data/stained/AS-5198-23-Z35_patch_24576_34816_stained.tif,Dataset/Data/tes_unstain/AS-5198-23-Z35_patch_24576_34816_unstained.tif
AS-5198-23-Z35_23552_23552,Dataset/Data/stained/AS-5198-23-Z35_patch_23552_23552_stained.tif,Dataset/Data/tes_unstain/AS-5198-23-Z35_patch_23552_23552_unstained.tif
AS-7231-22-Z17_44032_67584,Dataset/Data/unstained/AS-7231-22-Z17_patch_44032_67584_stained.tif,Dataset/Data/tes_stain/AS-7231-22-Z17_patch_44032_67584_unstained.tif
AS-5198-23-Z35_16384_32768,Dataset/Data/stained/AS-5198-23-Z35_patch_16384_32768_stained.tif,Dataset/Data/tes_unstain/AS-5198-23-Z35_patch_16384_32768_unstained.tif
AS-5198-23-Z36_27648_37888,Dataset/Data/stained/AS-5198-23-Z36_patch_27648_37888_stained.tif,Dataset/Data/tes_unstain/AS-5198-23-Z36_patch_27648_37888_unstained.tif
AS-7231-22-Z17_33792_43008,Dataset/Data/unstained/AS-7231-22-Z17_patch_33792_43008_stained.tif,Dataset/Data/tes_stain/AS-7231-22-Z17_patch_33792_43008_unstained.tif
AS-7231-22-Z17_37888_47104,Dataset/Data/unstained/AS-7231-22-Z17_patch_37888_47104_stained.tif,Dataset/Data/tes_stain/AS-7231-22-Z17_patch_37888_47104_unstained.tif
AS-5198-23-Z36_26624_28672,Dataset/Data/stained/AS-5198-23-Z36_patch_26624_28672_stained.tif,Dataset/Data/tes_unstain/AS-5198-23-Z36_patch_26624_28672_unstained.tif
AS-5198-23-Z36_29696_49152,Dataset/Data/stained/AS-5198-23-Z36_patch_29696_49152_stained.tif,Dataset/Data/tes_unstain/AS-5198-23-Z36_patch_29696_49152_unstained.tif
AS-7231-22-Z17_29696_60416,Dataset/Data/unstained/AS-7231-22-Z17_patch_29696_60416_stained.tif,Dataset/Data/tes_stain/AS-7231-22-Z17_patch_29696_60416_unstained.tif
AS-7231-22-Z17_36864_55296,Dataset/Data/unstained/AS-7231-22-Z17_patch_36864_55296_stained.tif,Dataset/Data/tes_stain/AS-7231-22-Z17_patch_36864_55296_unstained.tif
AS-5198-23-Z35_23552_48128,Dataset/Data/stained/AS-5198-23-Z35_patch_23552_48128_stained.tif,Dataset/Data/tes_unstain/AS-5198-23-Z35_patch_23552_48128_unstained.tif
AS-7231-22-Z17_31744_69632,Dataset/Data/unstained/AS-7231-22-Z17_patch_31744_69632_stained.tif,Dataset/Data/tes_stain/AS-7231-22-Z17_patch_31744_69632_unstained.tif
AS-5198-23-Z35_20480_25600,Dataset/Data/stained/AS-5198-23-Z35_patch_20480_25600_stained.tif,Dataset/Data/tes_unstain/AS-5198-23-Z35_patch_20480_25600_unstained.tif
AS-7231-22-Z17_36864_16384,Dataset/Data/unstained/AS-7231-22-Z17_patch_36864_16384_stained.tif,Dataset/Data/tes_stain/AS-7231-22-Z17_patch_36864_16384_unstained.tif
AS-5198-23-Z35_19456_24576,Dataset/Data/stained/AS-5198-23-Z35_patch_19456_24576_stained.tif,Dataset/Data/tes_unstain/AS-5198-23-Z35_patch_19456_24576_unstained.tif
AS-7231-22-Z17_31744_61440,Dataset/Data/unstained/AS-7231-22-Z17_patch_31744_61440_stained.tif,Dataset/Data/tes_stain/AS-7231-22-Z17_patch_31744_61440_unstained.tif
AS-5198-23-Z35_26624_24576,Dataset/Data/stained/AS-5198-23-Z35_patch_26624_24576_stained.tif,Dataset/Data/tes_unstain/AS-5198-23-Z35_patch_26624_24576_unstained.tif
AS-7231-22-Z17_36864_25600,Dataset/Data/unstained/AS-7231-22-Z17_patch_36864_25600_stained.tif,Dataset/Data/tes_stain/AS-7231-22-Z17_patch_36864_25600_unstained.tif
AS-5198-23-Z36_29696_52224,Dataset/Data/stained/AS-5198-23-Z36_patch_29696_52224_stained.tif,Dataset/Data/tes_unstain/AS-5198-23-Z36_patch_29696_52224_unstained.tif
AS-5198-23-Z35_22528_31744,Dataset/Data/stained/AS-5198-23-Z35_patch_22528_31744_stained.tif,Dataset/Data/tes_unstain/AS-5198-23-Z35_patch_22528_31744_unstained.tif
AS-5198-23-Z35_19456_31744,Dataset/Data/stained/AS-5198-23-Z35_patch_19456_31744_stained.tif,Dataset/Data/tes_unstain/AS-5198-23-Z35_patch_19456_31744_unstained.tif
AS-7231-22-Z17_37888_8192,Dataset/Data/unstained/AS-7231-22-Z17_patch_37888_8192_stained.tif,Dataset/Data/tes_stain/AS-7231-22-Z17_patch_37888_8192_unstained.tif
AS-5198-23-Z36_29696_64512,Dataset/Data/stained/AS-5198-23-Z36_patch_29696_64512_stained.tif,Dataset/Data/tes_unstain/AS-5198-23-Z36_patch_29696_64512_unstained.tif
AS-5198-23-Z35_23552_32768,Dataset/Data/stained/AS-5198-23-Z35_patch_23552_32768_stained.tif,Dataset/Data/tes_unstain/AS-5198-23-Z35_patch_23552_32768_unstained.tif
AS-5198-23-Z35_26624_10240,Dataset/Data/stained/AS-5198-23-Z35_patch_26624_10240_stained.tif,Dataset/Data/tes_unstain/AS-5198-23-Z35_patch_26624_10240_unstained.tif
AS-5198-23-Z35_24576_49152,Dataset/Data/stained/AS-5198-23-Z35_patch_24576_49152_stained.tif,Dataset/Data/tes_unstain/AS-5198-23-Z35_patch_24576_49152_unstained.tif
AS-5198-23-Z36_30720_59392,Dataset/Data/stained/AS-5198-23-Z36_patch_30720_59392_stained.tif,Dataset/Data/tes_unstain/AS-5198-23-Z36_patch_30720_59392_unstained.tif
AS-5198-23-Z35_21504_19456,Dataset/Data/stained/AS-5198-23-Z35_patch_21504_19456_stained.tif,Dataset/Data/tes_unstain/AS-5198-23-Z35_patch_21504_19456_unstained.tif
AS-7231-22-Z17_39936_62464,Dataset/Data/unstained/AS-7231-22-Z17_patch_39936_62464_stained.tif,Dataset/Data/tes_stain/AS-7231-22-Z17_patch_39936_62464_unstained.tif
AS-7231-22-Z17_28672_58368,Dataset/Data/unstained/AS-7231-22-Z17_patch_28672_58368_stained.tif,Dataset/Data/tes_stain/AS-7231-22-Z17_patch_28672_58368_unstained.tif
AS-7231-22-Z17_35840_19456,Dataset/Data/unstained/AS-7231-22-Z17_patch_35840_19456_stained.tif,Dataset/Data/tes_stain/AS-7231-22-Z17_patch_35840_19456_unstained.tif
AS-7231-22-Z17_30720_64512,Dataset/Data/unstained/AS-7231-22-Z17_patch_30720_64512_stained.tif,Dataset/Data/tes_stain/AS-7231-22-Z17_patch_30720_64512_unstained.tif
AS-5198-23-Z35_21504_31744,Dataset/Data/stained/AS-5198-23-Z35_patch_21504_31744_stained.tif,Dataset/Data/tes_unstain/AS-5198-23-Z35_patch_21504_31744_unstained.tif
AS-5198-23-Z35_21504_18432,Dataset/Data/stained/AS-5198-23-Z35_patch_21504_18432_stained.tif,Dataset/Data/tes_unstain/AS-5198-23-Z35_patch_21504_18432_unstained.tif
AS-5198-23-Z36_30720_45056,Dataset/Data/stained/AS-5198-23-Z36_patch_30720_45056_stained.tif,Dataset/Data/tes_unstain/AS-5198-23-Z36_patch_30720_45056_unstained.tif
AS-7231-22-Z17_33792_72704,Dataset/Data/unstained/AS-7231-22-Z17_patch_33792_72704_stained.tif,Dataset/Data/tes_stain/AS-7231-22-Z17_patch_33792_72704_unstained.tif
AS-5198-23-Z35_18432_35840,Dataset/Data/stained/AS-5198-23-Z35_patch_18432_35840_stained.tif,Dataset/Data/tes_unstain/AS-5198-23-Z35_patch_18432_35840_unstained.tif
AS-7231-22-Z17_33792_50176,Dataset/Data/unstained/AS-7231-22-Z17_patch_33792_50176_stained.tif,Dataset/Data/tes_stain/AS-7231-22-Z17_patch_33792_50176_unstained.tif
AS-7231-22-Z17_39936_57344,Dataset/Data/unstained/AS-7231-22-Z17_patch_39936_57344_stained.tif,Dataset/Data/tes_stain/AS-7231-22-Z17_patch_39936_57344_unstained.tif
AS-5198-23-Z36_28672_25600,Dataset/Data/stained/AS-5198-23-Z36_patch_28672_25600_stained.tif,Dataset/Data/tes_unstain/AS-5198-23-Z36_patch_28672_25600_unstained.tif
AS-5198-23-Z35_25600_47104,Dataset/Data/stained/AS-5198-23-Z35_patch_25600_47104_stained.tif,Dataset/Data/tes_unstain/AS-5198-23-Z35_patch_25600_47104_unstained.tif
AS-5198-23-Z35_18432_24576,Dataset/Data/stained/AS-5198-23-Z35_patch_18432_24576_stained.tif,Dataset/Data/tes_unstain/AS-5198-23-Z35_patch_18432_24576_unstained.tif
AS-5198-23-Z36_27648_30720,Dataset/Data/stained/AS-5198-23-Z36_patch_27648_30720_stained.tif,Dataset/Data/tes_unstain/AS-5198-23-Z36_patch_27648_30720_unstained.tif
AS-5198-23-Z35_23552_39936,Dataset/Data/stained/AS-5198-23-Z35_patch_23552_39936_stained.tif,Dataset/Data/tes_unstain/AS-5198-23-Z35_patch_23552_39936_unstained.tif
AS-7231-22-Z17_46080_71680,Dataset/Data/unstained/AS-7231-22-Z17_patch_46080_71680_stained.tif,Dataset/Data/tes_stain/AS-7231-22-Z17_patch_46080_71680_unstained.tif
AS-7231-22-Z17_36864_56320,Dataset/Data/unstained/AS-7231-22-Z17_patch_36864_56320_stained.tif,Dataset/Data/tes_stain/AS-7231-22-Z17_patch_36864_56320_unstained.tif
AS-7231-22-Z17_34816_63488,Dataset/Data/unstained/AS-7231-22-Z17_patch_34816_63488_stained.tif,Dataset/Data/tes_stain/AS-7231-22-Z17_patch_34816_63488_unstained.tif
AS-5198-23-Z35_25600_41984,Dataset/Data/stained/AS-5198-23-Z35_patch_25600_41984_stained.tif,Dataset/Data/tes_unstain/AS-5198-23-Z35_patch_25600_41984_unstained.tif
AS-5198-23-Z36_29696_61440,Dataset/Data/stained/AS-5198-23-Z36_patch_29696_61440_stained.tif,Dataset/Data/tes_unstain/AS-5198-23-Z36_patch_29696_61440_unstained.tif
AS-7231-22-Z17_33792_51200,Dataset/Data/unstained/AS-7231-22-Z17_patch_33792_51200_stained.tif,Dataset/Data/tes_stain/AS-7231-22-Z17_patch_33792_51200_unstained.tif
AS-5198-23-Z35_26624_45056,Dataset/Data/stained/AS-5198-23-Z35_patch_26624_45056_stained.tif,Dataset/Data/tes_unstain/AS-5198-23-Z35_patch_26624_45056_unstained.tif
AS-5198-23-Z36_26624_29696,Dataset/Data/stained/AS-5198-23-Z36_patch_26624_29696_stained.tif,Dataset/Data/tes_unstain/AS-5198-23-Z36_patch_26624_29696_unstained.tif
AS-7231-22-Z17_43008_62464,Dataset/Data/unstained/AS-7231-22-Z17_patch_43008_62464_stained.tif,Dataset/Data/tes_stain/AS-7231-22-Z17_patch_43008_62464_unstained.tif
AS-5198-23-Z35_22528_27648,Dataset/Data/stained/AS-5198-23-Z35_patch_22528_27648_stained.tif,Dataset/Data/tes_unstain/AS-5198-23-Z35_patch_22528_27648_unstained.tif
AS-5198-23-Z35_21504_29696,Dataset/Data/stained/AS-5198-23-Z35_patch_21504_29696_stained.tif,Dataset/Data/tes_unstain/AS-5198-23-Z35_patch_21504_29696_unstained.tif
AS-7231-22-Z17_35840_58368,Dataset/Data/unstained/AS-7231-22-Z17_patch_35840_58368_stained.tif,Dataset/Data/tes_stain/AS-7231-22-Z17_patch_35840_58368_unstained.tif
AS-5198-23-Z35_18432_28672,Dataset/Data/stained/AS-5198-23-Z35_patch_18432_28672_stained.tif,Dataset/Data/tes_unstain/AS-5198-23-Z35_patch_18432_28672_unstained.tif
AS-5198-23-Z36_27648_34816,Dataset/Data/stained/AS-5198-23-Z36_patch_27648_34816_stained.tif,Dataset/Data/tes_unstain/AS-5198-23-Z36_patch_27648_34816_unstained.tif
AS-7231-22-Z17_39936_72704,Dataset/Data/unstained/AS-7231-22-Z17_patch_39936_72704_stained.tif,Dataset/Data/tes_stain/AS-7231-22-Z17_patch_39936_72704_unstained.tif
AS-5198-23-Z35_22528_20480,Dataset/Data/stained/AS-5198-23-Z35_patch_22528_20480_stained.tif,Dataset/Data/tes_unstain/AS-5198-23-Z35_patch_22528_20480_unstained.tif
AS-5198-23-Z36_30720_41984,Dataset/Data/stained/AS-5198-23-Z36_patch_30720_41984_stained.tif,Dataset/Data/tes_unstain/AS-5198-23-Z36_patch_30720_41984_unstained.tif
AS-5198-23-Z36_28672_58368,Dataset/Data/stained/AS-5198-23-Z36_patch_28672_58368_stained.tif,Dataset/Data/tes_unstain/AS-5198-23-Z36_patch_28672_58368_unstained.tif
AS-7231-22-Z17_31744_64512,Dataset/Data/unstained/AS-7231-22-Z17_patch_31744_64512_stained.tif,Dataset/Data/tes_stain/AS-7231-22-Z17_patch_31744_64512_unstained.tif
AS-5198-23-Z35_27648_28672,Dataset/Data/stained/AS-5198-23-Z35_patch_27648_28672_stained.tif,Dataset/Data/tes_unstain/AS-5198-23-Z35_patch_27648_28672_unstained.tif
AS-5198-23-Z35_16384_29696,Dataset/Data/stained/AS-5198-23-Z35_patch_16384_29696_stained.tif,Dataset/Data/tes_unstain/AS-5198-23-Z35_patch_16384_29696_unstained.tif
AS-7231-22-Z17_36864_30720,Dataset/Data/unstained/AS-7231-22-Z17_patch_36864_30720_stained.tif,Dataset/Data/tes_stain/AS-7231-22-Z17_patch_36864_30720_unstained.tif
AS-7231-22-Z17_35840_62464,Dataset/Data/unstained/AS-7231-22-Z17_patch_35840_62464_stained.tif,Dataset/Data/tes_stain/AS-7231-22-Z17_patch_35840_62464_unstained.tif
